cflo,human,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011251964.2,XP_011519910.2,0,1622,0,1602
XP_011251964.2,XP_011519911.2,0,1606,0,1584
XP_011251964.2,XP_011519912.2,0,1624,0,1602
XP_011251964.2,XP_011519913.2,0,1620,0,1598
XP_011251964.2,XP_011519914.2,0,1621,0,1599
XP_011251964.2,XP_016877716.1,0,1566,0,1545
XP_011251965.2,NP_000250.3,0,1623,0,1601
XP_011251965.2,NP_001073936.1,0,1578,0,1542
XP_011251965.2,NP_001135967.2,0,1622,0,1599
XP_011251965.2,XP_005254454.1,0,1610,0,1588
XP_011251965.2,XP_011519908.2,0,1604,0,1581
XP_011251965.2,XP_011519909.2,0,1605,0,1582
XP_011251965.2,XP_011519910.2,0,1618,0,1596
XP_011251965.2,XP_011519911.2,0,1601,0,1578
XP_011251965.2,XP_011519912.2,0,1619,0,1597
XP_011251965.2,XP_011519913.2,0,1616,0,1592
XP_011251965.2,XP_011519914.2,0,1618,0,1593
XP_011251965.2,XP_016877716.1,0,1560,0,1539
XP_011251966.2,NP_000250.3,0,1634,0,1610
XP_011251966.2,NP_001073936.1,0,1586,0,1552
XP_011251966.2,NP_001135967.2,0,1630,0,1610
XP_011251966.2,XP_005254454.1,0,1620,0,1598
XP_011251966.2,XP_011519908.2,0,1613,0,1591
XP_011251966.2,XP_011519909.2,0,1615,0,1593
XP_011251966.2,XP_011519910.2,0,1627,0,1605
XP_011251966.2,XP_011519911.2,0,1611,0,1589
XP_011251966.2,XP_011519912.2,0,1630,0,1605
XP_011251966.2,XP_011519913.2,0,1626,0,1603
XP_011251966.2,XP_011519914.2,0,1628,0,1604
XP_011251966.2,XP_016877716.1,0,1571,0,1549
XP_011251968.2,NP_001317418.1,2.00E-93,312,2.00E-98,323
XP_011251968.2,NP_057321.2,6.00E-97,322,1.00E-101,333
XP_011251974.2,NP_001317418.1,1.00E-92,310,1.00E-97,321
XP_011251974.2,NP_057321.2,3.00E-96,320,4.00E-101,331
XP_011251977.1,NP_789782.1,1.00E-70,220,1.00E-66,208
XP_011251978.1,NP_055273.2,0,995,0,972
XP_011251978.1,XP_005245150.1,0,995,0,972
XP_011251978.1,XP_016856541.1,0,992,0,970
XP_011251979.1,NP_055273.2,0,995,0,972
XP_011251979.1,XP_005245150.1,0,995,0,972
XP_011251979.1,XP_016856541.1,0,992,0,970
XP_011251980.1,NP_055273.2,0,996,0,973
XP_011251980.1,XP_005245150.1,0,996,0,973
XP_011251980.1,XP_016856541.1,0,993,0,971
XP_011251981.2,NP_002519.2,3.00E-98,299,4.00E-99,300
XP_011251982.1,NP_056073.1,2.00E-43,172,5.00E-44,172
XP_011251982.1,XP_006717081.1,2.00E-43,172,4.00E-44,172
XP_011251983.1,NP_056073.1,6.00E-44,173,2.00E-44,173
XP_011251983.1,XP_006717081.1,2.00E-44,174,7.00E-45,174
XP_011251984.1,NP_077289.1,2.00E-15,74.3,4.00E-15,71.6
XP_011251986.1,NP_055814.1,2.00E-105,309,1.00E-104,305
XP_011251987.1,NP_001265585.1,1.00E-60,188,1.00E-63,194
XP_011251987.1,NP_004166.1,1.00E-60,188,1.00E-63,194
XP_011251988.1,NP_001265585.1,1.00E-60,188,1.00E-63,194
XP_011251988.1,NP_004166.1,1.00E-60,188,1.00E-63,194
XP_011251989.1,NP_001265585.1,1.00E-60,188,1.00E-63,194
XP_011251989.1,NP_004166.1,1.00E-60,188,1.00E-63,194
XP_011251990.1,NP_001095890.1,3.00E-45,154,8.00E-46,154
XP_011251990.1,NP_001095891.1,3.00E-45,154,8.00E-46,154
XP_011251990.1,NP_001229840.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,NP_001229841.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,NP_001229842.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,NP_001229843.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,NP_001229844.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,NP_001229845.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,NP_001229846.1,1.00E-44,152,3.00E-45,152
XP_011251990.1,NP_001229848.1,2.00E-44,151,4.00E-45,151
XP_011251990.1,NP_001265172.1,3.00E-45,154,8.00E-46,154
XP_011251990.1,NP_001265173.1,3.00E-45,154,8.00E-46,154
XP_011251990.1,NP_001265174.1,3.00E-45,154,8.00E-46,154
XP_011251990.1,NP_005998.1,3.00E-45,154,8.00E-46,154
XP_011251990.1,NP_061879.2,8.00E-46,155,2.00E-46,155
XP_011251990.1,XP_011519986.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,XP_024303433.1,3.00E-45,154,8.00E-46,154
XP_011251990.1,XP_024305723.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,XP_024305724.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,XP_024305725.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,XP_024305726.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,XP_024305727.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,XP_024305728.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,XP_024305729.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,XP_024305730.1,8.00E-46,155,2.00E-46,155
XP_011251990.1,XP_024305731.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,NP_001095890.1,3.00E-45,154,8.00E-46,154
XP_011251991.1,NP_001095891.1,3.00E-45,154,8.00E-46,154
XP_011251991.1,NP_001229840.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,NP_001229841.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,NP_001229842.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,NP_001229843.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,NP_001229844.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,NP_001229845.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,NP_001229846.1,1.00E-44,152,3.00E-45,152
XP_011251991.1,NP_001229848.1,2.00E-44,151,4.00E-45,151
XP_011251991.1,NP_001265172.1,3.00E-45,154,8.00E-46,154
XP_011251991.1,NP_001265173.1,3.00E-45,154,8.00E-46,154
XP_011251991.1,NP_001265174.1,3.00E-45,154,8.00E-46,154
XP_011251991.1,NP_005998.1,3.00E-45,154,8.00E-46,154
XP_011251991.1,NP_061879.2,8.00E-46,155,2.00E-46,155
XP_011251991.1,XP_011519986.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,XP_024303433.1,3.00E-45,154,8.00E-46,154
XP_011251991.1,XP_024305723.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,XP_024305724.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,XP_024305725.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,XP_024305726.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,XP_024305727.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,XP_024305728.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,XP_024305729.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,XP_024305730.1,8.00E-46,155,2.00E-46,155
XP_011251991.1,XP_024305731.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,NP_001095890.1,3.00E-45,154,8.00E-46,154
XP_011251992.1,NP_001095891.1,3.00E-45,154,8.00E-46,154
XP_011251992.1,NP_001229840.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,NP_001229841.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,NP_001229842.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,NP_001229843.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,NP_001229844.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,NP_001229845.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,NP_001229846.1,1.00E-44,152,3.00E-45,152
XP_011251992.1,NP_001229848.1,2.00E-44,151,4.00E-45,151
XP_011251992.1,NP_001265172.1,3.00E-45,154,8.00E-46,154
XP_011251992.1,NP_001265173.1,3.00E-45,154,8.00E-46,154
XP_011251992.1,NP_001265174.1,3.00E-45,154,8.00E-46,154
XP_011251992.1,NP_005998.1,3.00E-45,154,8.00E-46,154
XP_011251992.1,NP_061879.2,8.00E-46,155,2.00E-46,155
XP_011251992.1,XP_011519986.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,XP_024303433.1,3.00E-45,154,8.00E-46,154
XP_011251992.1,XP_024305723.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,XP_024305724.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,XP_024305725.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,XP_024305726.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,XP_024305727.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,XP_024305728.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,XP_024305729.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,XP_024305730.1,8.00E-46,155,2.00E-46,155
XP_011251992.1,XP_024305731.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,NP_001095890.1,3.00E-45,154,8.00E-46,154
XP_011251993.1,NP_001095891.1,3.00E-45,154,8.00E-46,154
XP_011251993.1,NP_001229840.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,NP_001229841.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,NP_001229842.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,NP_001229843.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,NP_001229844.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,NP_001229845.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,NP_001229846.1,1.00E-44,152,3.00E-45,152
XP_011251993.1,NP_001229848.1,2.00E-44,151,4.00E-45,151
XP_011251993.1,NP_001265172.1,3.00E-45,154,8.00E-46,154
XP_011251993.1,NP_001265173.1,3.00E-45,154,8.00E-46,154
XP_011251993.1,NP_001265174.1,3.00E-45,154,8.00E-46,154
XP_011251993.1,NP_005998.1,3.00E-45,154,8.00E-46,154
XP_011251993.1,NP_061879.2,8.00E-46,155,2.00E-46,155
XP_011251993.1,XP_011519986.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,XP_024303433.1,3.00E-45,154,8.00E-46,154
XP_011251993.1,XP_024305723.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,XP_024305724.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,XP_024305725.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,XP_024305726.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,XP_024305727.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,XP_024305728.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,XP_024305729.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,XP_024305730.1,8.00E-46,155,2.00E-46,155
XP_011251993.1,XP_024305731.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,NP_001095890.1,3.00E-45,154,8.00E-46,154
XP_011251994.1,NP_001095891.1,3.00E-45,154,8.00E-46,154
XP_011251994.1,NP_001229840.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,NP_001229841.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,NP_001229842.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,NP_001229843.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,NP_001229844.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,NP_001229845.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,NP_001229846.1,1.00E-44,152,3.00E-45,152
XP_011251994.1,NP_001229848.1,2.00E-44,151,4.00E-45,151
XP_011251994.1,NP_001265172.1,3.00E-45,154,8.00E-46,154
XP_011251994.1,NP_001265173.1,3.00E-45,154,8.00E-46,154
XP_011251994.1,NP_001265174.1,3.00E-45,154,8.00E-46,154
XP_011251994.1,NP_005998.1,3.00E-45,154,8.00E-46,154
XP_011251994.1,NP_061879.2,8.00E-46,155,2.00E-46,155
XP_011251994.1,XP_011519986.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,XP_024303433.1,3.00E-45,154,8.00E-46,154
XP_011251994.1,XP_024305723.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,XP_024305724.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,XP_024305725.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,XP_024305726.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,XP_024305727.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,XP_024305728.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,XP_024305729.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,XP_024305730.1,8.00E-46,155,2.00E-46,155
XP_011251994.1,XP_024305731.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,NP_001095890.1,3.00E-45,154,8.00E-46,154
XP_011251995.1,NP_001095891.1,3.00E-45,154,8.00E-46,154
XP_011251995.1,NP_001229840.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,NP_001229841.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,NP_001229842.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,NP_001229843.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,NP_001229844.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,NP_001229845.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,NP_001229846.1,1.00E-44,152,3.00E-45,152
XP_011251995.1,NP_001229848.1,2.00E-44,151,4.00E-45,151
XP_011251995.1,NP_001265172.1,3.00E-45,154,8.00E-46,154
XP_011251995.1,NP_001265173.1,3.00E-45,154,8.00E-46,154
XP_011251995.1,NP_001265174.1,3.00E-45,154,8.00E-46,154
XP_011251995.1,NP_005998.1,3.00E-45,154,8.00E-46,154
XP_011251995.1,NP_061879.2,8.00E-46,155,2.00E-46,155
XP_011251995.1,XP_011519986.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,XP_024303433.1,3.00E-45,154,8.00E-46,154
XP_011251995.1,XP_024305723.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,XP_024305724.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,XP_024305725.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,XP_024305726.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,XP_024305727.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,XP_024305728.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,XP_024305729.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,XP_024305730.1,8.00E-46,155,2.00E-46,155
XP_011251995.1,XP_024305731.1,8.00E-46,155,2.00E-46,155
XP_011251996.1,NP_001095890.1,3.00E-46,156,8.00E-47,156
XP_011251996.1,NP_001095891.1,3.00E-46,156,8.00E-47,156
XP_011251996.1,NP_001229840.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,NP_001229841.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,NP_001229842.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,NP_001229843.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,NP_001229844.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,NP_001229845.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,NP_001229846.1,4.00E-45,153,9.00E-46,153
XP_011251996.1,NP_001229848.1,1.00E-44,151,2.00E-45,151
XP_011251996.1,NP_001265172.1,3.00E-46,156,8.00E-47,156
XP_011251996.1,NP_001265173.1,3.00E-46,156,8.00E-47,156
XP_011251996.1,NP_001265174.1,3.00E-46,156,8.00E-47,156
XP_011251996.1,NP_005998.1,3.00E-46,156,8.00E-47,156
XP_011251996.1,NP_061879.2,3.00E-46,156,6.00E-47,156
XP_011251996.1,XP_011519986.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,XP_024303433.1,3.00E-46,156,8.00E-47,156
XP_011251996.1,XP_024305723.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,XP_024305724.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,XP_024305725.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,XP_024305726.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,XP_024305727.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,XP_024305728.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,XP_024305729.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,XP_024305730.1,3.00E-46,156,6.00E-47,156
XP_011251996.1,XP_024305731.1,3.00E-46,156,6.00E-47,156
XP_011251997.1,NP_001305978.1,0,631,0,635
XP_011251997.1,XP_024309512.1,0,625,0,629
XP_011251998.1,NP_001305978.1,0,627,0,632
XP_011251998.1,XP_024309512.1,0,621,0,625
XP_011251999.1,NP_001258016.1,3.00E-57,196,2.00E-50,177
XP_011251999.1,NP_005988.1,3.00E-58,199,3.00E-51,178
XP_011252000.1,NP_004299.1,2.00E-118,360,2.00E-121,366
XP_011252000.1,NP_851851.3,8.00E-114,353,4.00E-117,360
XP_011252000.1,NP_851852.2,3.00E-115,352,1.00E-118,359
XP_011252000.1,XP_011518397.1,2.00E-118,360,2.00E-121,366
XP_011252001.1,NP_004209.2,2.00E-132,377,5.00E-133,377
XP_011252001.1,NP_004654.1,8.00E-133,378,2.00E-133,378
XP_011252002.1,NP_061154.1,6.00E-65,207,4.00E-65,206
XP_011252003.1,NP_061154.1,3.00E-67,213,3.00E-67,211
XP_011252004.1,NP_061154.1,7.00E-67,212,6.00E-67,210
XP_011252009.1,NP_004299.1,7.00E-119,360,7.00E-122,366
XP_011252009.1,NP_851851.3,2.00E-114,353,8.00E-118,360
XP_011252009.1,NP_851852.2,7.00E-116,352,3.00E-119,360
XP_011252009.1,XP_011518397.1,7.00E-119,360,7.00E-122,366
XP_011252012.1,NP_001070984.1,1.00E-87,279,2.00E-101,313
XP_011252012.1,NP_001275706.1,3.00E-88,276,5.00E-97,297
XP_011252012.1,NP_008910.2,1.00E-87,279,2.00E-101,313
XP_011252018.1,NP_004299.1,2.00E-119,359,3.00E-122,365
XP_011252018.1,NP_851851.3,1.00E-114,352,5.00E-118,359
XP_011252018.1,NP_851852.2,5.00E-116,351,1.00E-119,358
XP_011252018.1,XP_011518397.1,2.00E-119,359,3.00E-122,365
XP_011252023.2,NP_001258349.1,5.00E-36,135,9.00E-37,135
XP_011252023.2,NP_060245.3,1.00E-37,142,2.00E-40,149
XP_011252023.2,XP_016880291.2,6.00E-36,137,7.00E-39,143
XP_011252025.2,NP_001258349.1,3.00E-36,135,5.00E-37,135
XP_011252025.2,NP_060245.3,5.00E-38,142,7.00E-41,149
XP_011252025.2,XP_016880291.2,3.00E-36,136,3.00E-39,143
XP_011252026.1,NP_001013.1,8.00E-66,202,2.00E-66,202
XP_011252026.1,NP_001308412.1,8.00E-66,202,2.00E-66,202
XP_011252026.1,NP_001308413.1,8.00E-66,202,2.00E-66,202
XP_011252026.1,XP_016882602.1,1.00E-62,196,3.00E-63,196
XP_011252029.1,NP_004804.2,2.00E-48,170,2.00E-53,182
XP_011252030.1,NP_699178.1,8.00E-53,176,2.00E-53,176
XP_011252031.2,NP_001030584.1,3.00E-164,502,3.00E-166,505
XP_011252031.2,NP_068603.4,6.00E-163,504,5.00E-165,508
XP_011252031.2,XP_005264534.1,1.00E-163,503,7.00E-166,507
XP_011252031.2,XP_011531313.1,6.00E-163,504,5.00E-165,508
XP_011252031.2,XP_011531314.1,6.00E-163,504,5.00E-165,508
XP_011252031.2,XP_011531315.1,6.00E-163,504,5.00E-165,508
XP_011252037.1,NP_067017.2,3.00E-89,285,3.00E-95,300
XP_011252038.1,NP_067017.2,3.00E-89,285,3.00E-95,300
XP_011252039.1,NP_067017.2,3.00E-89,285,3.00E-95,300
XP_011252040.1,NP_001274064.1,1.00E-147,437,4.00E-150,441
XP_011252040.1,NP_001274065.1,3.00E-147,434,8.00E-149,436
XP_011252040.1,NP_001353315.1,4.00E-143,424,6.00E-144,424
XP_011252040.1,NP_036527.1,2.00E-146,432,5.00E-148,435
XP_011252040.1,NP_631897.1,9.00E-144,424,9.00E-145,424
XP_011252040.1,XP_005246839.1,9.00E-144,424,9.00E-145,424
XP_011252042.1,NP_001274064.1,1.00E-147,437,5.00E-150,441
XP_011252042.1,NP_001274065.1,2.00E-147,434,7.00E-149,436
XP_011252042.1,NP_001353315.1,5.00E-143,423,6.00E-144,424
XP_011252042.1,NP_036527.1,1.00E-146,433,5.00E-148,435
XP_011252042.1,NP_631897.1,1.00E-143,423,1.00E-144,424
XP_011252042.1,XP_005246839.1,1.00E-143,423,1.00E-144,424
XP_011252043.1,NP_001274064.1,7.00E-148,436,2.00E-150,441
XP_011252043.1,NP_001274065.1,2.00E-147,433,9.00E-149,435
XP_011252043.1,NP_001353315.1,5.00E-143,423,7.00E-144,423
XP_011252043.1,NP_036527.1,2.00E-146,432,5.00E-148,434
XP_011252043.1,NP_631897.1,1.00E-143,422,1.00E-144,423
XP_011252043.1,XP_005246839.1,1.00E-143,422,1.00E-144,423
XP_011252044.1,NP_001248365.1,1.00E-139,411,1.00E-140,412
XP_011252044.1,NP_001274064.1,7.00E-147,432,1.00E-148,435
XP_011252044.1,NP_001274065.1,3.00E-147,431,6.00E-149,434
XP_011252044.1,NP_001353315.1,9.00E-143,420,2.00E-143,421
XP_011252044.1,NP_036527.1,1.00E-146,431,4.00E-148,433
XP_011252044.1,NP_631897.1,2.00E-143,420,2.00E-144,421
XP_011252044.1,XP_005246839.1,2.00E-143,420,2.00E-144,421
XP_011252045.1,NP_001317186.1,0,1009,0,990
XP_011252045.1,NP_006301.3,0,1010,0,991
XP_011252046.1,NP_006657.1,0,791,0,791
XP_011252048.1,NP_064580.2,7.00E-95,288,2.00E-95,288
XP_011252048.1,XP_011535277.1,2.00E-89,274,6.00E-90,274
XP_011252055.1,NP_001309006.1,6.00E-16,80.1,2.00E-16,80.1
XP_011252055.1,NP_001309007.1,5.00E-16,80.1,1.00E-16,80.1
XP_011252062.1,NP_001180438.1,2.00E-129,410,2.00E-133,419
XP_011252062.1,NP_060205.3,7.00E-130,413,9.00E-134,422
XP_011252068.1,NP_689485.1,2.00E-41,157,3.00E-40,151
XP_011252068.1,XP_016869450.1,5.00E-41,156,1.00E-39,150
XP_011252069.2,NP_001725.1,2.00E-23,107,5.00E-24,107
XP_011252069.2,NP_001870.3,4.00E-23,107,9.00E-24,107
XP_011252069.2,NP_958850.1,2.00E-23,107,5.00E-24,107
XP_011252069.2,XP_005253817.1,2.00E-23,107,5.00E-24,107
XP_011252069.2,XP_011511292.1,4.00E-23,106,1.00E-23,106
XP_011252069.2,XP_016862359.1,1.00E-23,108,2.00E-24,108
XP_011252076.1,NP_004551.2,5.00E-147,466,1.00E-148,469
XP_011252076.1,NP_005003.2,4.00E-154,485,1.00E-155,487
XP_011252076.1,XP_005252065.1,9.00E-149,467,2.00E-150,469
XP_011252076.1,XP_006717184.1,9.00E-149,467,2.00E-150,469
XP_011252076.1,XP_011539828.1,2.00E-154,484,3.00E-156,487
XP_011252076.1,XP_016856865.1,4.00E-154,484,8.00E-156,487
XP_011252076.1,XP_016856866.1,2.00E-154,484,3.00E-156,487
XP_011252076.1,XP_016870251.1,8.00E-147,466,1.00E-148,469
XP_011252076.1,XP_016870252.1,9.00E-149,467,2.00E-150,469
XP_011252077.1,NP_001104490.1,0,1149,0,1134
XP_011252077.1,NP_001124296.1,0,1149,0,1134
XP_011252077.1,NP_001124297.1,0,1152,0,1136
XP_011252077.1,NP_001306919.1,0,1149,0,1134
XP_011252077.1,NP_001306920.1,0,1152,0,1136
XP_011252077.1,NP_003160.2,0,1149,0,1134
XP_011252078.1,NP_036347.1,0,709,0,720
XP_011252080.1,NP_036347.1,0,720,0,731
XP_011252084.1,NP_001177385.1,1.00E-175,512,2.00E-176,512
XP_011252084.1,NP_001177386.1,1.00E-175,512,2.00E-176,512
XP_011252084.1,NP_001310943.1,1.00E-175,512,2.00E-176,512
XP_011252084.1,NP_001310944.1,1.00E-175,512,2.00E-176,512
XP_011252084.1,NP_003380.3,1.00E-174,511,3.00E-175,511
XP_011252084.1,NP_006082.3,8.00E-176,512,2.00E-176,512
XP_011252084.1,NP_438171.1,1.00E-174,511,3.00E-175,511
XP_011252084.1,XP_011517288.1,1.00E-174,511,3.00E-175,511
XP_011252088.1,NP_116023.2,2.00E-143,463,3.00E-155,493
XP_011252088.1,XP_005251676.1,2.00E-143,463,3.00E-155,493
XP_011252088.1,XP_016870711.1,2.00E-143,463,3.00E-155,493
XP_011252092.1,NP_001177385.1,2.00E-176,512,4.00E-177,512
XP_011252092.1,NP_001177386.1,2.00E-176,512,4.00E-177,512
XP_011252092.1,NP_001310943.1,2.00E-176,512,4.00E-177,512
XP_011252092.1,NP_001310944.1,2.00E-176,512,4.00E-177,512
XP_011252092.1,NP_003380.3,3.00E-175,511,6.00E-176,511
XP_011252092.1,NP_006082.3,3.00E-178,517,6.00E-179,517
XP_011252092.1,NP_438171.1,3.00E-175,511,6.00E-176,511
XP_011252092.1,XP_011517288.1,3.00E-175,511,6.00E-176,511
XP_011252093.1,NP_004721.1,0,772,0,772
XP_011252094.1,NP_004721.1,0,766,0,766
XP_011252095.1,NP_004721.1,0,766,0,766
XP_011252102.1,NP_001177385.1,2.00E-176,512,4.00E-177,512
XP_011252102.1,NP_001177386.1,2.00E-176,512,4.00E-177,512
XP_011252102.1,NP_001310943.1,2.00E-176,512,4.00E-177,512
XP_011252102.1,NP_001310944.1,2.00E-176,512,4.00E-177,512
XP_011252102.1,NP_003380.3,3.00E-175,511,6.00E-176,511
XP_011252102.1,NP_006082.3,3.00E-178,517,6.00E-179,517
XP_011252102.1,NP_438171.1,3.00E-175,511,6.00E-176,511
XP_011252102.1,XP_011517288.1,3.00E-175,511,6.00E-176,511
XP_011252106.1,NP_057105.2,1.00E-85,264,2.00E-86,265
XP_011252106.1,XP_011534189.1,2.00E-88,269,1.00E-86,263
XP_011252106.1,XP_011534190.1,1.00E-86,263,3.00E-87,263
XP_011252111.1,NP_001132913.1,5.00E-41,145,2.00E-55,181
XP_011252111.1,NP_001132929.1,1.00E-40,145,2.00E-54,181
XP_011252111.1,NP_001243376.1,5.00E-41,145,2.00E-55,181
XP_011252111.1,NP_005736.3,5.00E-41,145,2.00E-55,181
XP_011252120.1,NP_001132913.1,5.00E-41,145,2.00E-55,181
XP_011252120.1,NP_001132929.1,1.00E-40,145,2.00E-54,181
XP_011252120.1,NP_001243376.1,5.00E-41,145,2.00E-55,181
XP_011252120.1,NP_005736.3,5.00E-41,145,2.00E-55,181
XP_011252121.1,NP_073739.3,0,1252,0,1261
XP_011252121.1,XP_011541883.1,0,1255,0,1261
XP_011252121.1,XP_011541884.1,0,1254,0,1261
XP_011252122.1,NP_073739.3,0,1252,0,1261
XP_011252122.1,XP_011541883.1,0,1255,0,1261
XP_011252122.1,XP_011541884.1,0,1254,0,1261
XP_011252123.2,NP_055873.1,0,1887,0,1886
XP_011252126.1,NP_002768.3,5.00E-37,135,6.00E-38,136
XP_011252132.1,NP_001345281.1,6.00E-85,295,3.00E-85,294
XP_011252132.1,XP_005254742.1,6.00E-85,295,3.00E-85,294
XP_011252132.1,XP_011520377.1,6.00E-85,295,3.00E-85,294
XP_011252132.1,XP_016878106.1,6.00E-85,295,3.00E-85,294
XP_011252132.1,XP_024305841.1,6.00E-85,295,3.00E-85,294
XP_011252132.1,XP_024305842.1,6.00E-85,295,3.00E-85,294
XP_011252132.1,XP_024305843.1,6.00E-85,295,3.00E-85,294
XP_011252140.1,NP_001189784.1,4.00E-83,271,8.00E-87,280
XP_011252140.1,NP_059488.2,1.00E-82,271,2.00E-86,278
XP_011252155.1,NP_001166114.1,9.00E-66,209,2.00E-66,209
XP_011252155.1,NP_001258863.1,4.00E-66,209,8.00E-67,209
